Y_WGS84;X_WGS84;N
49.06;5.74;44.825
49.06;5.755;44.83
49.06;5.77;44.835
49.06;5.785;44.841
49.06;5.8;44.847
49.06;5.815;44.854
49.06;5.83;44.862
49.06;5.845;44.87
49.06;5.86;44.88
49.06;5.875;44.891
49.06;5.89;44.902
49.06;5.905;44.912
49.06;5.92;44.923
49.06;5.935;44.932
49.06;5.95;44.939
49.06;5.965;44.946
49.06;5.98;44.951
49.06;5.995;44.953
49.06;6.01;44.955
49.06;6.025;44.958
49.06;6.04;44.959
49.06;6.055;44.958
49.06;6.07;44.955
49.06;6.085;44.956
49.06;6.1;44.957
49.06;6.115;44.958
49.06;6.13;44.96
49.06;6.145;44.962
49.06;6.16;44.966
49.06;6.175;44.973
49.06;6.19;44.981
49.06;6.205;44.991
49.06;6.22;45.002
49.06;6.235;45.011
49.06;6.25;45.018
49.06;6.265;45.028
49.06;6.28;45.038
49.06;6.295;45.048
49.06;6.31;45.058
49.06;6.325;45.067
49.06;6.34;45.078
49.06;6.355;45.09
49.06;6.37;45.102
49.06;6.385;45.116
49.06;6.4;45.129
49.06;6.415;45.141
49.06;6.43;45.153
49.06;6.445;45.16
49.06;6.46;45.169
49.06;6.475;45.18
49.06;6.49;45.192
49.06;6.505;45.204
49.06;6.52;45.216
49.06;6.535;45.229
49.06;6.55;45.243
49.06;6.565;45.26
49.06;6.58;45.279
49.06;6.595;45.298
49.06;6.61;45.313
49.06;6.625;45.328
49.06;6.64;45.34
49.06;6.655;45.354
49.06;6.67;45.368
49.06;6.685;45.383
49.06;6.7;45.399
49.06;6.715;45.416
49.06;6.73;45.438
49.06;6.745;45.459
49.06;6.76;45.479
49.06;6.775;45.498
49.06;6.79;45.518
49.06;6.805;45.539
49.06;6.82;45.56
49.06;6.835;45.579
49.06;6.85;45.599
49.06;6.865;45.619
49.06;6.88;45.64
49.06;6.895;45.661
49.06;6.91;45.684
49.06;6.925;45.707
49.06;6.94;45.73
49.06;6.955;45.754
49.06;6.97;45.777
49.06;6.985;45.799
49.06;7;45.82
49.07;1;42.901
49.07;1.015;42.881
49.07;1.03;42.861
49.07;1.045;42.84
49.07;1.06;42.819
49.07;1.075;42.798
49.07;1.09;42.777
49.07;1.105;42.755
49.07;1.12;42.732
49.07;1.135;42.706
49.07;1.15;42.681
49.07;1.165;42.66
49.07;1.18;42.642
49.07;1.195;42.625
49.07;1.21;42.607
49.07;1.225;42.588
49.07;1.24;42.568
49.07;1.255;42.549
49.07;1.27;42.53
49.07;1.285;42.508
49.07;1.3;42.492
49.07;1.315;42.482
49.07;1.33;42.474
49.07;1.345;42.467
49.07;1.36;42.461
49.07;1.375;42.455
49.07;1.39;42.449
49.07;1.405;42.443
49.07;1.42;42.436
49.07;1.435;42.426
49.07;1.45;42.416
49.07;1.465;42.409
49.07;1.48;42.4
49.07;1.495;42.391
49.07;1.51;42.379
49.07;1.525;42.367
49.07;1.54;42.356
49.07;1.555;42.346
49.07;1.57;42.337
49.07;1.585;42.327
49.07;1.6;42.315
49.07;1.615;42.305
49.07;1.63;42.296
49.07;1.645;42.288
49.07;1.66;42.28
49.07;1.675;42.273
49.07;1.69;42.271
49.07;1.705;42.265
49.07;1.72;42.263
49.07;1.735;42.26
49.07;1.75;42.253
49.07;1.765;42.245
49.07;1.78;42.234
49.07;1.795;42.222
49.07;1.81;42.21
49.07;1.825;42.195
49.07;1.84;42.179
49.07;1.855;42.166
49.07;1.87;42.152
49.07;1.885;42.135
49.07;1.9;42.12
49.07;1.915;42.106
49.07;1.93;42.092
49.07;1.945;42.081
49.07;1.96;42.071
49.07;1.975;42.057
49.07;1.99;42.043
49.07;2.005;42.031
49.07;2.02;42.02
49.07;2.035;42.009
49.07;2.05;42.001
49.07;2.065;41.994
49.07;2.08;41.986
49.07;2.095;41.978
49.07;2.11;41.97
49.07;2.125;41.962
49.07;2.14;41.954
49.07;2.155;41.949
49.07;2.17;41.944
49.07;2.185;41.939
49.07;2.2;41.94
49.07;2.215;41.939
49.07;2.23;41.938
49.07;2.245;41.938
49.07;2.26;41.937
49.07;2.275;41.934
49.07;2.29;41.93
49.07;2.305;41.927
49.07;2.32;41.923
49.07;2.335;41.916
49.07;2.35;41.911
49.07;2.365;41.907
49.07;2.38;41.905
49.07;2.395;41.904
49.07;2.41;41.904
49.07;2.425;41.902
49.07;2.44;41.899
49.07;2.455;41.898
49.07;2.47;41.899
49.07;2.485;41.898
49.07;2.5;41.9
49.07;2.515;41.906
49.07;2.53;41.911
49.07;2.545;41.914
49.07;2.56;41.92
49.07;2.575;41.927
49.07;2.59;41.932
49.07;2.605;41.936
49.07;2.62;41.944
49.07;2.635;41.951
49.07;2.65;41.96
49.07;2.665;41.971
49.07;2.68;41.98
49.07;2.695;41.987
49.07;2.71;41.995
49.07;2.725;42.002
49.07;2.74;42.013
49.07;2.755;42.025
49.07;2.77;42.037
49.07;2.785;42.048
49.07;2.8;42.061
49.07;2.815;42.074
49.07;2.83;42.089
49.07;2.845;42.104
49.07;2.86;42.119
49.07;2.875;42.135
49.07;2.89;42.152
49.07;2.905;42.166
49.07;2.92;42.181
49.07;2.935;42.197
49.07;2.95;42.213
49.07;2.965;42.23
49.07;2.98;42.247
49.07;2.995;42.261
49.07;3.01;42.275
49.07;3.025;42.288
49.07;3.04;42.297
49.07;3.055;42.309
49.07;3.07;42.325
49.07;3.085;42.341
49.07;3.1;42.356
49.07;3.115;42.37
49.07;3.13;42.383
49.07;3.145;42.394
49.07;3.16;42.406
49.07;3.175;42.418
49.07;3.19;42.429
49.07;3.205;42.438
49.07;3.22;42.449
49.07;3.235;42.46
49.07;3.25;42.47
49.07;3.265;42.478
49.07;3.28;42.487
49.07;3.295;42.496
49.07;3.31;42.506
49.07;3.325;42.52
49.07;3.34;42.536
49.07;3.355;42.547
49.07;3.37;42.557
49.07;3.385;42.564
49.07;3.4;42.57
49.07;3.415;42.578
49.07;3.43;42.587
49.07;3.445;42.596
49.07;3.46;42.603
49.07;3.475;42.604
49.07;3.49;42.605
49.07;3.505;42.608
49.07;3.52;42.618
49.07;3.535;42.632
49.07;3.55;42.644
49.07;3.565;42.646
49.07;3.58;42.653
49.07;3.595;42.658
49.07;3.61;42.666
49.07;3.625;42.677
49.07;3.64;42.693
49.07;3.655;42.706
49.07;3.67;42.715
49.07;3.685;42.723
49.07;3.7;42.734
49.07;3.715;42.738
49.07;3.73;42.739
49.07;3.745;42.748
49.07;3.76;42.762
49.07;3.775;42.777
49.07;3.79;42.788
49.07;3.805;42.793
49.07;3.82;42.799
49.07;3.835;42.81
49.07;3.85;42.825
49.07;3.865;42.828
49.07;3.88;42.831
49.07;3.895;42.84
49.07;3.91;42.848
49.07;3.925;42.854
49.07;3.94;42.866
49.07;3.955;42.875
49.07;3.97;42.881
49.07;3.985;42.894
49.07;4;42.905
49.07;4.015;42.915
49.07;4.03;42.923
49.07;4.045;42.925
49.07;4.06;42.933
49.07;4.075;42.944
49.07;4.09;42.956
49.07;4.105;42.967
49.07;4.12;42.977
49.07;4.135;42.988
49.07;4.15;42.998
49.07;4.165;43.009
49.07;4.18;43.022
49.07;4.195;43.035
49.07;4.21;43.048
49.07;4.225;43.063
49.07;4.24;43.078
49.07;4.255;43.095
49.07;4.27;43.112
49.07;4.285;43.129
49.07;4.3;43.147
49.07;4.315;43.164
49.07;4.33;43.183
49.07;4.345;43.202
49.07;4.36;43.221
49.07;4.375;43.241
49.07;4.39;43.261
49.07;4.405;43.281
49.07;4.42;43.303
49.07;4.435;43.325
49.07;4.45;43.347
49.07;4.465;43.37
49.07;4.48;43.393
49.07;4.495;43.416
49.07;4.51;43.438
49.07;4.525;43.461
49.07;4.54;43.483
49.07;4.555;43.506
49.07;4.57;43.53
49.07;4.585;43.554
49.07;4.6;43.578
49.07;4.615;43.602
49.07;4.63;43.627
49.07;4.645;43.651
49.07;4.66;43.673
49.07;4.675;43.693
49.07;4.69;43.713
49.07;4.705;43.734
49.07;4.72;43.754
49.07;4.735;43.775
49.07;4.75;43.795
49.07;4.765;43.814
49.07;4.78;43.832
49.07;4.795;43.851
49.07;4.81;43.87
49.07;4.825;43.89
49.07;4.84;43.91
49.07;4.855;43.931
49.07;4.87;43.953
49.07;4.885;43.975
49.07;4.9;43.996
49.07;4.915;44.018
49.07;4.93;44.043
49.07;4.945;44.067
49.07;4.96;44.091
49.07;4.975;44.115
49.07;4.99;44.138
49.07;5.005;44.161
49.07;5.02;44.183
49.07;5.035;44.206
49.07;5.05;44.231
49.07;5.065;44.254
49.07;5.08;44.275
49.07;5.095;44.296
49.07;5.11;44.317
49.07;5.125;44.339
49.07;5.14;44.364
49.07;5.155;44.388
49.07;5.17;44.413
49.07;5.185;44.436
49.07;5.2;44.458
49.07;5.215;44.48
49.07;5.23;44.5
49.07;5.245;44.519
49.07;5.26;44.532
49.07;5.275;44.547
49.07;5.29;44.563
49.07;5.305;44.577
49.07;5.32;44.589
49.07;5.335;44.601
49.07;5.35;44.611
49.07;5.365;44.621
49.07;5.38;44.631
49.07;5.395;44.64
49.07;5.41;44.65
49.07;5.425;44.666
49.07;5.44;44.684
49.07;5.455;44.701
49.07;5.47;44.719
49.07;5.485;44.734
49.07;5.5;44.749
49.07;5.515;44.764
49.07;5.53;44.777
49.07;5.545;44.791
49.07;5.56;44.801
49.07;5.575;44.802
49.07;5.59;44.801
49.07;5.605;44.802
49.07;5.62;44.804
49.07;5.635;44.804
49.07;5.65;44.806
49.07;5.665;44.81
49.07;5.68;44.813
49.07;5.695;44.816
49.07;5.71;44.819
49.07;5.725;44.822
49.07;5.74;44.826
49.07;5.755;44.832
49.07;5.77;44.838
49.07;5.785;44.844
49.07;5.8;44.851
49.07;5.815;44.859
49.07;5.83;44.866
49.07;5.845;44.875
49.07;5.86;44.885
49.07;5.875;44.896
49.07;5.89;44.907
49.07;5.905;44.917
49.07;5.92;44.928
49.07;5.935;44.937
49.07;5.95;44.945
49.07;5.965;44.953
49.07;5.98;44.959
49.07;5.995;44.962
49.07;6.01;44.965
49.07;6.025;44.967
49.07;6.04;44.969
49.07;6.055;44.968
49.07;6.07;44.966
49.07;6.085;44.963
49.07;6.1;44.963
49.07;6.115;44.964
49.07;6.13;44.967
49.07;6.145;44.97
49.07;6.16;44.975
49.07;6.175;44.981
49.07;6.19;44.989
49.07;6.205;44.997
49.07;6.22;45.007
49.07;6.235;45.016
49.07;6.25;45.026
49.07;6.265;45.037
49.07;6.28;45.046
49.07;6.295;45.055
49.07;6.31;45.065
49.07;6.325;45.074
49.07;6.34;45.084
49.07;6.355;45.096
49.07;6.37;45.108
49.07;6.385;45.123
49.07;6.4;45.138
49.07;6.415;45.151
49.07;6.43;45.162
49.07;6.445;45.168
49.07;6.46;45.176
49.07;6.475;45.186
49.07;6.49;45.197
49.07;6.505;45.209
49.07;6.52;45.221
49.07;6.535;45.234
49.07;6.55;45.25
49.07;6.565;45.27
49.07;6.58;45.29
49.07;6.595;45.31
49.07;6.61;45.321
49.07;6.625;45.335
49.07;6.64;45.346
49.07;6.655;45.36
49.07;6.67;45.373
49.07;6.685;45.384
49.07;6.7;45.399
49.07;6.715;45.415
49.07;6.73;45.435
49.07;6.745;45.454
49.07;6.76;45.474
49.07;6.775;45.494
49.07;6.79;45.514
49.07;6.805;45.535
49.07;6.82;45.555
49.07;6.835;45.574
49.07;6.85;45.594
49.07;6.865;45.614
49.07;6.88;45.634
49.07;6.895;45.656
49.07;6.91;45.679
49.07;6.925;45.701
49.07;6.94;45.724
49.07;6.955;45.747
49.07;6.97;45.771
49.07;6.985;45.793
49.07;7;45.814
49.08;1;42.894
49.08;1.015;42.875
49.08;1.03;42.855
49.08;1.045;42.834
49.08;1.06;42.814
49.08;1.075;42.792
49.08;1.09;42.769
49.08;1.105;42.746
49.08;1.12;42.723
49.08;1.135;42.697
49.08;1.15;42.674
49.08;1.165;42.656
49.08;1.18;42.638
49.08;1.195;42.618
49.08;1.21;42.599
49.08;1.225;42.579
49.08;1.24;42.558
49.08;1.255;42.54
49.08;1.27;42.521
49.08;1.285;42.5
49.08;1.3;42.487
49.08;1.315;42.479
49.08;1.33;42.472
49.08;1.345;42.464
49.08;1.36;42.458
49.08;1.375;42.45
49.08;1.39;42.444
49.08;1.405;42.438
49.08;1.42;42.431
49.08;1.435;42.421
49.08;1.45;42.41
49.08;1.465;42.4
49.08;1.48;42.392
49.08;1.495;42.383
49.08;1.51;42.374
49.08;1.525;42.362
49.08;1.54;42.353
49.08;1.555;42.344
49.08;1.57;42.334
49.08;1.585;42.322
49.08;1.6;42.311
49.08;1.615;42.301
49.08;1.63;42.292
49.08;1.645;42.284
49.08;1.66;42.279
49.08;1.675;42.277
49.08;1.69;42.273
49.08;1.705;42.265
49.08;1.72;42.262
49.08;1.735;42.257
49.08;1.75;42.25
49.08;1.765;42.241
49.08;1.78;42.23
49.08;1.795;42.219
49.08;1.81;42.206
49.08;1.825;42.189
49.08;1.84;42.173
49.08;1.855;42.159
49.08;1.87;42.144
49.08;1.885;42.128
49.08;1.9;42.114
49.08;1.915;42.1
49.08;1.93;42.086
49.08;1.945;42.073
49.08;1.96;42.063
49.08;1.975;42.049
49.08;1.99;42.036
49.08;2.005;42.024
49.08;2.02;42.014
49.08;2.035;42.005
49.08;2.05;41.998
49.08;2.065;41.991
49.08;2.08;41.983
49.08;2.095;41.976
49.08;2.11;41.97
49.08;2.125;41.962
49.08;2.14;41.955
49.08;2.155;41.95
49.08;2.17;41.945
49.08;2.185;41.937
49.08;2.2;41.933
49.08;2.215;41.932
49.08;2.23;41.932
49.08;2.245;41.931
49.08;2.26;41.932
49.08;2.275;41.93
49.08;2.29;41.929
49.08;2.305;41.926
49.08;2.32;41.922
49.08;2.335;41.916
49.08;2.35;41.91
49.08;2.365;41.908
49.08;2.38;41.908
49.08;2.395;41.906
49.08;2.41;41.904
49.08;2.425;41.901
49.08;2.44;41.899
49.08;2.455;41.898
49.08;2.47;41.9
49.08;2.485;41.901
49.08;2.5;41.904
49.08;2.515;41.911
49.08;2.53;41.917
49.08;2.545;41.921
49.08;2.56;41.926
49.08;2.575;41.932
49.08;2.59;41.938
49.08;2.605;41.942
49.08;2.62;41.95
49.08;2.635;41.958
49.08;2.65;41.967
49.08;2.665;41.978
49.08;2.68;41.986
49.08;2.695;41.994
49.08;2.71;42.001
49.08;2.725;42.009
49.08;2.74;42.019
49.08;2.755;42.031
49.08;2.77;42.043
49.08;2.785;42.055
49.08;2.8;42.068
49.08;2.815;42.082
49.08;2.83;42.096
49.08;2.845;42.111
49.08;2.86;42.126
49.08;2.875;42.143
49.08;2.89;42.159
49.08;2.905;42.173
49.08;2.92;42.188
49.08;2.935;42.203
49.08;2.95;42.219
49.08;2.965;42.235
49.08;2.98;42.25
49.08;2.995;42.263
49.08;3.01;42.276
49.08;3.025;42.287
49.08;3.04;42.296
49.08;3.055;42.309
49.08;3.07;42.324
49.08;3.085;42.339
49.08;3.1;42.353
49.08;3.115;42.366
49.08;3.13;42.379
49.08;3.145;42.389
49.08;3.16;42.4
49.08;3.175;42.411
49.08;3.19;42.421
49.08;3.205;42.431
49.08;3.22;42.441
49.08;3.235;42.453
49.08;3.25;42.462
49.08;3.265;42.471
49.08;3.28;42.48
49.08;3.295;42.49
49.08;3.31;42.502
49.08;3.325;42.516
49.08;3.34;42.531
49.08;3.355;42.545
49.08;3.37;42.553
49.08;3.385;42.561
49.08;3.4;42.568
49.08;3.415;42.578
49.08;3.43;42.587
49.08;3.445;42.594
49.08;3.46;42.6
49.08;3.475;42.605
49.08;3.49;42.607
49.08;3.505;42.609
49.08;3.52;42.615
49.08;3.535;42.627
49.08;3.55;42.637
49.08;3.565;42.642
49.08;3.58;42.651
49.08;3.595;42.657
49.08;3.61;42.663
49.08;3.625;42.674
49.08;3.64;42.688
49.08;3.655;42.693
49.08;3.67;42.699
49.08;3.685;42.712
49.08;3.7;42.72
49.08;3.715;42.724
49.08;3.73;42.728
49.08;3.745;42.738
49.08;3.76;42.753
49.08;3.775;42.768
49.08;3.79;42.778
49.08;3.805;42.781
49.08;3.82;42.793
49.08;3.835;42.808
49.08;3.85;42.82
49.08;3.865;42.825
49.08;3.88;42.83
49.08;3.895;42.84
49.08;3.91;42.85
49.08;3.925;42.858
49.08;3.94;42.87
49.08;3.955;42.88
49.08;3.97;42.891
49.08;3.985;42.904
49.08;4;42.915
49.08;4.015;42.924
49.08;4.03;42.928
49.08;4.045;42.931
49.08;4.06;42.937
49.08;4.075;42.947
49.08;4.09;42.957
49.08;4.105;42.968
49.08;4.12;42.98
49.08;4.135;42.992
49.08;4.15;43.001
49.08;4.165;43.012
49.08;4.18;43.023
49.08;4.195;43.035
49.08;4.21;43.047
49.08;4.225;43.061
49.08;4.24;43.076
49.08;4.255;43.092
49.08;4.27;43.108
49.08;4.285;43.125
49.08;4.3;43.142
49.08;4.315;43.159
49.08;4.33;43.178
49.08;4.345;43.196
49.08;4.36;43.215
49.08;4.375;43.235
49.08;4.39;43.255
49.08;4.405;43.276
49.08;4.42;43.298
49.08;4.435;43.32
49.08;4.45;43.342
49.08;4.465;43.365
49.08;4.48;43.389
49.08;4.495;43.411
49.08;4.51;43.433
49.08;4.525;43.456
49.08;4.54;43.478
49.08;4.555;43.501
49.08;4.57;43.525
49.08;4.585;43.548
49.08;4.6;43.572
49.08;4.615;43.596
49.08;4.63;43.621
49.08;4.645;43.644
49.08;4.66;43.665
49.08;4.675;43.686
49.08;4.69;43.706
49.08;4.705;43.727
49.08;4.72;43.748
49.08;4.735;43.768
49.08;4.75;43.789
49.08;4.765;43.809
49.08;4.78;43.828
49.08;4.795;43.846
49.08;4.81;43.865
49.08;4.825;43.884
49.08;4.84;43.905
49.08;4.855;43.927
49.08;4.87;43.949
49.08;4.885;43.971
49.08;4.9;43.993
49.08;4.915;44.016
49.08;4.93;44.041
49.08;4.945;44.066
49.08;4.96;44.089
49.08;4.975;44.112
49.08;4.99;44.134
49.08;5.005;44.157
49.08;5.02;44.179
49.08;5.035;44.202
49.08;5.05;44.225
49.08;5.065;44.248
49.08;5.08;44.27
49.08;5.095;44.291
49.08;5.11;44.313
49.08;5.125;44.337
49.08;5.14;44.362
49.08;5.155;44.386
49.08;5.17;44.41
49.08;5.185;44.433
49.08;5.2;44.455
49.08;5.215;44.477
49.08;5.23;44.498
49.08;5.245;44.515
49.08;5.26;44.528
49.08;5.275;44.544
49.08;5.29;44.559
49.08;5.305;44.573
49.08;5.32;44.585
49.08;5.335;44.597
49.08;5.35;44.608
49.08;5.365;44.618
49.08;5.38;44.628
49.08;5.395;44.638
49.08;5.41;44.65
49.08;5.425;44.667
49.08;5.44;44.685
49.08;5.455;44.703
49.08;5.47;44.72
49.08;5.485;44.736
49.08;5.5;44.751
49.08;5.515;44.765
49.08;5.53;44.778
49.08;5.545;44.791
49.08;5.56;44.797
49.08;5.575;44.796
49.08;5.59;44.794
49.08;5.605;44.797
49.08;5.62;44.799
49.08;5.635;44.801
49.08;5.65;44.803
49.08;5.665;44.807
49.08;5.68;44.812
49.08;5.695;44.815
49.08;5.71;44.819
49.08;5.725;44.823
49.08;5.74;44.829
49.08;5.755;44.835
49.08;5.77;44.841
49.08;5.785;44.847
49.08;5.8;44.855
49.08;5.815;44.862
49.08;5.83;44.87
49.08;5.845;44.879
49.08;5.86;44.89
49.08;5.875;44.9
49.08;5.89;44.911
49.08;5.905;44.921
49.08;5.92;44.932
49.08;5.935;44.942
49.08;5.95;44.95
49.08;5.965;44.959
49.08;5.98;44.967
49.08;5.995;44.971
49.08;6.01;44.974
49.08;6.025;44.977
49.08;6.04;44.979
49.08;6.055;44.979
49.08;6.07;44.976
49.08;6.085;44.974
49.08;6.1;44.972
49.08;6.115;44.972
49.08;6.13;44.976
49.08;6.145;44.979
49.08;6.16;44.984
49.08;6.175;44.99
49.08;6.19;44.998
49.08;6.205;45.007
49.08;6.22;45.017
49.08;6.235;45.026
49.08;6.25;45.036
49.08;6.265;45.046
49.08;6.28;45.056
49.08;6.295;45.065
49.08;6.31;45.074
49.08;6.325;45.083
49.08;6.34;45.092
49.08;6.355;45.102
49.08;6.37;45.113
49.08;6.385;45.128
49.08;6.4;45.144
49.08;6.415;45.159
49.08;6.43;45.17
49.08;6.445;45.176
49.08;6.46;45.183
49.08;6.475;45.192
49.08;6.49;45.203
49.08;6.505;45.215
49.08;6.52;45.227
49.08;6.535;45.242
49.08;6.55;45.259
49.08;6.565;45.279
49.08;6.58;45.3
49.08;6.595;45.317
49.08;6.61;45.33
49.08;6.625;45.341
49.08;6.64;45.353
49.08;6.655;45.366
49.08;6.67;45.376
49.08;6.685;45.388
49.08;6.7;45.399
49.08;6.715;45.414
49.08;6.73;45.434
49.08;6.745;45.451
49.08;6.76;45.47
49.08;6.775;45.491
49.08;6.79;45.511
49.08;6.805;45.532
49.08;6.82;45.551
49.08;6.835;45.571
49.08;6.85;45.591
49.08;6.865;45.611
49.08;6.88;45.631
49.08;6.895;45.653
49.08;6.91;45.675
49.08;6.925;45.697
49.08;6.94;45.719
49.08;6.955;45.742
49.08;6.97;45.765
49.08;6.985;45.786
49.08;7;45.808
49.09;1;42.888
49.09;1.015;42.868
49.09;1.03;42.848
49.09;1.045;42.828
49.09;1.06;42.806
49.09;1.075;42.783
49.09;1.09;42.759
49.09;1.105;42.735
49.09;1.12;42.712
49.09;1.135;42.689
49.09;1.15;42.669
49.09;1.165;42.651
49.09;1.18;42.633
49.09;1.195;42.612
49.09;1.21;42.59
49.09;1.225;42.567
49.09;1.24;42.545
49.09;1.255;42.528
49.09;1.27;42.51
49.09;1.285;42.494
49.09;1.3;42.485
49.09;1.315;42.478
49.09;1.33;42.47
49.09;1.345;42.462
49.09;1.36;42.454
49.09;1.375;42.444
49.09;1.39;42.438
49.09;1.405;42.432
49.09;1.42;42.426
49.09;1.435;42.416
49.09;1.45;42.404
49.09;1.465;42.393
49.09;1.48;42.383
49.09;1.495;42.377
49.09;1.51;42.37
49.09;1.525;42.363
49.09;1.54;42.355
49.09;1.555;42.347
49.09;1.57;42.335
49.09;1.585;42.322
49.09;1.6;42.308
49.09;1.615;42.297
49.09;1.63;42.289
49.09;1.645;42.281
49.09;1.66;42.276
49.09;1.675;42.278
49.09;1.69;42.272
49.09;1.705;42.264
49.09;1.72;42.262
49.09;1.735;42.255
49.09;1.75;42.246
49.09;1.765;42.237
49.09;1.78;42.225
49.09;1.795;42.215
49.09;1.81;42.199
49.09;1.825;42.182
49.09;1.84;42.166
49.09;1.855;42.152
49.09;1.87;42.136
49.09;1.885;42.121
49.09;1.9;42.108
49.09;1.915;42.096
49.09;1.93;42.08
49.09;1.945;42.066
49.09;1.96;42.054
49.09;1.975;42.042
49.09;1.99;42.033
49.09;2.005;42.02
49.09;2.02;42.012
49.09;2.035;42.003
49.09;2.05;41.996
49.09;2.065;41.989
49.09;2.08;41.982
49.09;2.095;41.975
49.09;2.11;41.97
49.09;2.125;41.963
49.09;2.14;41.957
49.09;2.155;41.952
49.09;2.17;41.945
49.09;2.185;41.936
49.09;2.2;41.929
49.09;2.215;41.928
49.09;2.23;41.927
49.09;2.245;41.926
49.09;2.26;41.926
49.09;2.275;41.926
49.09;2.29;41.925
49.09;2.305;41.924
49.09;2.32;41.92
49.09;2.335;41.916
49.09;2.35;41.912
49.09;2.365;41.911
49.09;2.38;41.91
49.09;2.395;41.905
49.09;2.41;41.904
49.09;2.425;41.9
49.09;2.44;41.898
49.09;2.455;41.898
49.09;2.47;41.901
49.09;2.485;41.904
49.09;2.5;41.908
49.09;2.515;41.914
49.09;2.53;41.921
49.09;2.545;41.927
49.09;2.56;41.932
49.09;2.575;41.937
49.09;2.59;41.943
49.09;2.605;41.948
49.09;2.62;41.956
49.09;2.635;41.964
49.09;2.65;41.974
49.09;2.665;41.985
49.09;2.68;41.993
49.09;2.695;42.001
49.09;2.71;42.007
49.09;2.725;42.017
49.09;2.74;42.027
49.09;2.755;42.038
49.09;2.77;42.051
49.09;2.785;42.064
49.09;2.8;42.077
49.09;2.815;42.09
49.09;2.83;42.105
49.09;2.845;42.121
49.09;2.86;42.136
49.09;2.875;42.151
49.09;2.89;42.166
49.09;2.905;42.18
49.09;2.92;42.195
49.09;2.935;42.21
49.09;2.95;42.224
49.09;2.965;42.24
49.09;2.98;42.252
49.09;2.995;42.265
49.09;3.01;42.276
49.09;3.025;42.287
49.09;3.04;42.297
49.09;3.055;42.308
49.09;3.07;42.322
49.09;3.085;42.336
49.09;3.1;42.349
49.09;3.115;42.363
49.09;3.13;42.375
49.09;3.145;42.383
49.09;3.16;42.394
49.09;3.175;42.404
49.09;3.19;42.414
49.09;3.205;42.424
49.09;3.22;42.435
49.09;3.235;42.447
49.09;3.25;42.457
49.09;3.265;42.465
49.09;3.28;42.475
49.09;3.295;42.486
49.09;3.31;42.499
49.09;3.325;42.512
49.09;3.34;42.526
49.09;3.355;42.539
49.09;3.37;42.548
49.09;3.385;42.555
49.09;3.4;42.565
49.09;3.415;42.574
49.09;3.43;42.583
49.09;3.445;42.59
49.09;3.46;42.598
49.09;3.475;42.605
49.09;3.49;42.609
49.09;3.505;42.612
49.09;3.52;42.617
49.09;3.535;42.624
49.09;3.55;42.633
49.09;3.565;42.642
49.09;3.58;42.652
49.09;3.595;42.661
49.09;3.61;42.667
49.09;3.625;42.674
49.09;3.64;42.682
49.09;3.655;42.684
49.09;3.67;42.689
49.09;3.685;42.702
49.09;3.7;42.713
49.09;3.715;42.717
49.09;3.73;42.721
49.09;3.745;42.731
49.09;3.76;42.745
49.09;3.775;42.759
49.09;3.79;42.769
49.09;3.805;42.78
49.09;3.82;42.795
49.09;3.835;42.812
49.09;3.85;42.825
49.09;3.865;42.829
49.09;3.88;42.833
49.09;3.895;42.842
49.09;3.91;42.853
49.09;3.925;42.864
49.09;3.94;42.876
49.09;3.955;42.888
49.09;3.97;42.899
49.09;3.985;42.91
49.09;4;42.924
49.09;4.015;42.931
49.09;4.03;42.933
49.09;4.045;42.935
49.09;4.06;42.942
49.09;4.075;42.951
49.09;4.09;42.961
49.09;4.105;42.971
49.09;4.12;42.985
49.09;4.135;42.996
49.09;4.15;43.006
49.09;4.165;43.017
49.09;4.18;43.029
49.09;4.195;43.037
49.09;4.21;43.048
49.09;4.225;43.059
49.09;4.24;43.073
49.09;4.255;43.088
49.09;4.27;43.104
49.09;4.285;43.12
49.09;4.3;43.137
49.09;4.315;43.154
49.09;4.33;43.172
49.09;4.345;43.19
49.09;4.36;43.21
49.09;4.375;43.23
49.09;4.39;43.25
49.09;4.405;43.271
49.09;4.42;43.293
49.09;4.435;43.315
49.09;4.45;43.336
49.09;4.465;43.359
49.09;4.48;43.383
49.09;4.495;43.405
49.09;4.51;43.427
49.09;4.525;43.449
49.09;4.54;43.472
49.09;4.555;43.496
49.09;4.57;43.52
49.09;4.585;43.543
49.09;4.6;43.565
49.09;4.615;43.589
49.09;4.63;43.614
49.09;4.645;43.636
49.09;4.66;43.658
49.09;4.675;43.678
49.09;4.69;43.699
49.09;4.705;43.72
49.09;4.72;43.741
49.09;4.735;43.762
49.09;4.75;43.782
49.09;4.765;43.802
49.09;4.78;43.821
49.09;4.795;43.84
49.09;4.81;43.859
49.09;4.825;43.878
49.09;4.84;43.9
49.09;4.855;43.922
49.09;4.87;43.944
49.09;4.885;43.966
49.09;4.9;43.989
49.09;4.915;44.013
49.09;4.93;44.039
49.09;4.945;44.063
49.09;4.96;44.086
49.09;4.975;44.108
49.09;4.99;44.13
49.09;5.005;44.152
49.09;5.02;44.174
49.09;5.035;44.197
49.09;5.05;44.22
49.09;5.065;44.243
49.09;5.08;44.265
49.09;5.095;44.287
49.09;5.11;44.31
49.09;5.125;44.334
49.09;5.14;44.358
49.09;5.155;44.384
49.09;5.17;44.407
